サイト,所在地,価格(万円),土地面積(㎡),坪単価(万円/坪),地目,都市計画,再建築可否,再建築理由,検出日,フラグ,詳細URL,判定
SUUMO 土地 沼津市,静岡県沼津市西熊堂,1680,245.6,22.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20271457/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,1700,299.3,18.8,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20975075/,不適合
SUUMO 土地 沼津市,静岡県沼津市白銀町,1780,146.6,40.1,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78080334/,不適合
SUUMO 土地 沼津市,静岡県沼津市中沢田,1780,198.8,29.6,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20141213/,不適合
SUUMO 土地 沼津市,静岡県沼津市松長792-2,1800,397.0,15.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_74237180/,不適合
SUUMO 土地 沼津市,静岡県沼津市駿河台1-10,1800,216.0,27.5,宅地,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_77685473/,不適合
SUUMO 土地 沼津市,静岡県沼津市松長,1800,397.0,15.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20599530/,不適合
SUUMO 土地 沼津市,静岡県沼津市西熊堂,1830,169.5,35.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_79047272/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,1850,193.3,31.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20764886/,不適合
SUUMO 土地 沼津市,静岡県沼津市小諏訪483-2他,1890,258.1,24.2,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_77349395/,不適合
SUUMO 土地 沼津市,静岡県沼津市西条町,1900,124.2,50.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_77418622/,不適合
SUUMO 土地 沼津市,静岡県沼津市東熊堂411-1,1900,159.0,39.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_97807318/,不適合
SUUMO 土地 沼津市,静岡県沼津市西条町,1900,124.2,50.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20069720/,不適合
SUUMO 土地 沼津市,静岡県沼津市若葉町,1950,165.4,39.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_79055341/,不適合
SUUMO 土地 沼津市,静岡県沼津市岡宮６３８－３他,1950,165.5,39.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_74907487/,不適合
SUUMO 土地 沼津市,静岡県沼津市三園町3-7,1970,220.7,29.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20468090/,不適合
SUUMO 土地 沼津市,静岡県沼津市三園町,1970,220.7,29.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20389985/,不適合
SUUMO 土地 沼津市,静岡県沼津市岡宮,1980,208.0,31.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20755126/,不適合
SUUMO 土地 沼津市,静岡県沼津市松沢町,1980,219.1,29.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_75065073/,不適合
SUUMO 土地 沼津市,静岡県沼津市東熊堂,1980,487.0,13.4,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_74312427/,不適合
SUUMO 土地 沼津市,静岡県沼津市西間門442,1990,330.6,19.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20728680/,不適合
SUUMO 土地 沼津市,静岡県沼津市住吉町,2050,167.3,40.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20981557/,不適合
SUUMO 土地 沼津市,静岡県沼津市岡宮,2080,215.0,32.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78914954/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,2090,175.8,39.3,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20554110/,不適合
SUUMO 土地 沼津市,静岡県沼津市住吉町,2100,170.4,40.7,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20981524/,不適合
SUUMO 土地 沼津市,静岡県沼津市原,2180,473.5,15.2,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_76754722/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,2245,206.5,35.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78020310/,不適合
SUUMO 土地 沼津市,静岡県沼津市沼北町１,2280,138.6,54.4,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20951242/,不適合
SUUMO 土地 沼津市,静岡県沼津市新沢田町,2300,160.0,47.5,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78769404/,不適合
SUUMO 土地 沼津市,静岡県沼津市大諏訪,2300,452.9,16.8,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_89469320/,不適合
SUUMO 土地 沼津市,静岡県沼津市五月町,2300,144.5,52.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20459827/,不適合
SUUMO 土地 沼津市,静岡県沼津市五月町,2300,144.5,52.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20459147/,不適合
SUUMO 土地 沼津市,静岡県沼津市原,2310,614.1,12.4,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20905786/,不適合
SUUMO 土地 沼津市,静岡県沼津市沼北町１,2380,131.9,59.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20951244/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,2400,304.4,26.1,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20839214/,不適合
SUUMO 土地 沼津市,静岡県沼津市宮町,2500,424.8,19.5,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78724658/,不適合
SUUMO 土地 沼津市,静岡県沼津市高沢町,2550,162.6,51.8,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20089905/,不適合
SUUMO 土地 沼津市,静岡県沼津市八幡町,2580,178.1,47.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20783176/,不適合
SUUMO 土地 沼津市,静岡県沼津市若葉町,2580,219.8,38.8,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78950817/,不適合
SUUMO 土地 沼津市,静岡県沼津市米山町,2600,178.7,48.1,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20723760/,不適合
SUUMO 土地 沼津市,静岡県沼津市玉江町,2800,513.0,18.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_77154534/,不適合
SUUMO 土地 沼津市,静岡県沼津市東原,2800,1543.0,6.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_79106776/,不適合
SUUMO 土地 沼津市,静岡県沼津市下河原町２,4100,522.5,25.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20113441/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,6000,765.3,25.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20467040/,不適合
SUUMO 土地 沼津市,静岡県沼津市大岡,6400,1065.0,19.9,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_78887700/,不適合
SUUMO 土地 沼津市,静岡県沼津市下香貫前原,7180,1186.8,20.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20069804/,不適合
SUUMO 土地 沼津市,静岡県沼津市西椎路,8200,1358.1,20.0,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20261321/,不適合
SUUMO 土地 沼津市,静岡県沼津市東熊堂,11500,671.5,56.6,—,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_numazu/nc_20069822/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町柏谷1327-91,649,189.7,11.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20830428/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,10,286.0,0.1,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20324315/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井南箱根ダイヤランド,80,166.0,1.6,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:南箱根ダイヤランド,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_70693647/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町上沢,99,212.0,1.5,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:パサディナタウン,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20529807/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井南箱根ダイヤランド区画№25-576,100,421.0,0.8,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:南箱根ダイヤランド,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_80752295/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井南箱根ダイヤランド,200,304.0,2.2,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:南箱根ダイヤランド,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20259168/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井南箱根ダイヤランド,200,283.0,2.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:南箱根ダイヤランド,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_86354000/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町畑南箱根ダイヤランド,300,268.0,3.7,畑,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:南箱根ダイヤランド,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_70153287/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町畑毛91-2,390,141.6,9.1,畑,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20373907/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,480,103.6,15.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78608942/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町上沢,480,340.0,4.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,NG:パサディナタウン,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_93370139/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,498,260.0,6.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_77717582/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,600,347.8,5.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78349920/,適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町畑毛,750,249.4,9.9,畑,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20069793/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井391-1,780,526.0,4.9,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_21032774/,適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,780,128.3,20.1,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_94438487/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町柏谷,890,163.1,18.0,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_75575308/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町新田,950,200.1,15.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_97535247/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町柏谷,1080,165.8,21.5,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78717756/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町柏谷,1100,161.9,22.5,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_77309458/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,1298,999.9,4.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_71936607/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町上沢,1380,1161.5,3.9,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78788297/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町柏谷,1500,327.8,15.1,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20801823/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町平井,1590,189.5,27.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78879715/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町間宮,1750,161.4,35.8,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_79135115/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町大竹,1988,263.0,25.0,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_78328544/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町仁田,2300,187.0,40.7,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_76800031/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町上沢,2500,1920.4,4.3,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20816238/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町桑原,4980,1951.4,8.4,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_20069790/,不適合
SUUMO 土地 田方郡（函南町を内包）,静岡県田方郡函南町大土肥222-1,6800,946.3,23.8,田,—,不明,接道・区分情報なし、詳細/役場で要確認,2026-06-13,,https://suumo.jp/tochi/shizuoka/sc_tagatagun/nc_74602978/,不適合
